MUNICIPIO,IDHM,IDHMR
Areia BrancaRN,0.682,0.647
Nova OlímpiaMT,0.682,0.704
TurmalinaMG,0.682,0.646
AlexâniaGO,0.682,0.664
Limoeiro do NorteCE,0.682,0.633
QueluzitoMG,0.682,0.669
Ouro Preto do OesteRO,0.682,0.687
PedreirasMA,0.682,0.644
Frei RogérioSC,0.682,0.664
Campos GeraisMG,0.682,0.666
Santa LuziaPB,0.682,0.62
Jardim OlindaPR,0.682,0.669
São José do Rio ClaroMT,0.682,0.689
Carmo de MinasMG,0.682,0.668
Patrocínio do MuriaéMG,0.682,0.691
Santa Terezinha do ProgressoSC,0.682,0.686
CaucaiaCE,0.682,0.62
Santa Rita de JacutingaMG,0.682,0.676
São Domingos do NorteES,0.682,0.679
MaquinéRS,0.682,0.695
SelvíriaMS,0.682,0.668
Ametista do SulRS,0.682,0.697
FormigueiroRS,0.682,0.69
JuaraMT,0.682,0.699
Flor da Serra do SulPR,0.682,0.68
São Carlos do IvaíPR,0.682,0.703
Minas do LeãoRS,0.681,0.743
TapiraíSP,0.681,0.647
TabuleiroMG,0.681,0.666
TocantinópolisTO,0.681,0.634
Brasilândia do SulPR,0.681,0.68
Quedas do IguaçuPR,0.681,0.69
Rio BananalES,0.681,0.68
Erval GrandeRS,0.681,0.713
RoncadorPR,0.681,0.665
Campo BonitoPR,0.681,0.69
ContendaPR,0.681,0.697
SerranópolisGO,0.681,0.713
Itatiba do SulRS,0.681,0.696
Três Barras do ParanáPR,0.681,0.683
Nova GlóriaGO,0.681,0.657
InocênciaMS,0.681,0.702
Boa Esperança do SulSP,0.681,0.692
Bela Vista da CarobaPR,0.681,0.667
MarilenaPR,0.681,0.651
GouveiaMG,0.681,0.622
BandeirantesMS,0.681,0.694
AmorinópolisGO,0.681,0.672
JaboticatubasMG,0.681,0.694
Vila PavãoES,0.681,0.647
BaependiMG,0.681,0.664
SonoraMS,0.681,0.706
Conceição da BarraES,0.681,0.648
Corumbá de GoiásGO,0.68,0.665
Rio das FloresRJ,0.68,0.664
EsmeraldaRS,0.68,0.669
Nova Santa BárbaraPR,0.68,0.668
ItaócaSP,0.68,0.627
QuitandinhaPR,0.68,0.648
CarpinaPE,0.68,0.63
MiradorPR,0.68,0.656
CanitarSP,0.68,0.658
IlicíneaMG,0.68,0.665
MutunópolisGO,0.68,0.668
LidianópolisPR,0.68,0.657
Entre-IjuísRS,0.68,0.692
DescobertoMG,0.68,0.657
Maripá de MinasMG,0.68,0.668
Sapucaí-MirimMG,0.68,0.664
GurinhatãMG,0.68,0.691
ArapeíSP,0.68,0.634
ArapoemaTO,0.68,0.645
CorintoMG,0.68,0.664
MiraíMG,0.68,0.663
QueimadosRJ,0.68,0.659
VeraMT,0.68,0.663
AcariRN,0.679,0.633
TaquarivaíSP,0.679,0.617
GlaucilândiaMG,0.679,0.579
CajazeirasPB,0.679,0.668
IpueiraRN,0.679,0.627
Pedra PretaMT,0.679,0.672
AraricáRS,0.679,0.696
DueréTO,0.679,0.654
Figueirópolis D'OesteMT,0.679,0.665
Estrela VelhaRS,0.679,0.707
Rio PretoMG,0.679,0.665
Lagoa GrandeMG,0.679,0.678
SalinasMG,0.679,0.697
Boa EsperançaES,0.679,0.651
Rio Branco do SulPR,0.679,0.679
Abreu E LimaPE,0.679,0.625
MatrinchãGO,0.679,0.651
JaguaraçuMG,0.679,0.667
GuapéMG,0.679,0.661
Pinhal GrandeRS,0.678,0.672
Vitória da ConquistaBA,0.678,0.681
Bonfinópolis de MinasMG,0.678,0.655
CatanduvasPR,0.678,0.677
CandeiasMG,0.678,0.699
Nova AméricaGO,0.678,0.647
Alto ParaísoPR,0.678,0.677
Cedro do AbaetéMG,0.678,0.641
CentralinaMG,0.678,0.654
Pau dos FerrosRN,0.678,0.666
JaguaréES,0.678,0.678
Córrego FundoMG,0.678,0.657
Nazaré PaulistaSP,0.678,0.681
Águia BrancaES,0.678,0.66
Wenceslau BrazMG,0.678,0.644
QuadraSP,0.678,0.7
Sagrada FamíliaRS,0.678,0.669
PoxoréoMT,0.678,0.653
Pedro OsórioRS,0.678,0.683
LumináriasMG,0.678,0.656
SilveirasSP,0.678,0.657
Piedade do Rio GrandeMG,0.678,0.64
ItapirapuãGO,0.677,0.67
Marabá PaulistaSP,0.677,0.65
São BernardinoSC,0.677,0.653
Serra da SaudadeMG,0.677,0.663
GuaraciamaMG,0.677,0.586
JuazeiroBA,0.677,0.657
Aurora do TocantinsTO,0.677,0.676
Coronel Xavier ChavesMG,0.677,0.67
IguatuCE,0.677,0.642
MaurilândiaGO,0.677,0.682
ItatiaiuçuMG,0.677,0.661
HidrolinaGO,0.677,0.652
Pedra BelaSP,0.677,0.671
SerraniaMG,0.677,0.655
GuaraniaçuPR,0.677,0.698
CaruaruPE,0.677,0.681
ItaririSP,0.677,0.642
FigueiraPR,0.677,0.68
CatuBA,0.677,0.66
GuaraniMG,0.677,0.685
EunápolisBA,0.677,0.687
São Sebastião do Rio VerdeMG,0.676,0.645
São Jorge do PatrocínioPR,0.676,0.702
LuciaraMT,0.676,0.617
MaritubaPA,0.676,0.621
PerolândiaGO,0.676,0.691
Alto PiquiriPR,0.676,0.669
Santa Maria do HervalRS,0.676,0.716
Estrela do IndaiáMG,0.676,0.679
Ewbank da CâmaraMG,0.676,0.625
AlvinópolisMG,0.676,0.651
Paraíso do SulRS,0.676,0.692
PrudentópolisPR,0.676,0.664
ArapuãPR,0.676,0.638
Dias D'ÁvilaBA,0.676,0.651
Novo TiradentesRS,0.676,0.679
Boa Vista das MissõesRS,0.676,0.666
Porto SeguroBA,0.676,0.673
Reserva do CabaçalMT,0.676,0.642
Conceição de IpanemaMG,0.676,0.664
Lagoa DouradaMG,0.676,0.672
ParelhasRN,0.676,0.625
Monte CasteloSC,0.675,0.641
Vila ValérioES,0.675,0.686
CapetingaMG,0.675,0.68
Moreira SalesPR,0.675,0.673
Simões FilhoBA,0.675,0.641
EugenópolisMG,0.675,0.66
Alfredo VasconcelosMG,0.675,0.629
NaqueMG,0.675,0.632
PedralvaMG,0.675,0.677
TeixeirasMG,0.675,0.685
PacatubaCE,0.675,0.605
Bela Vista do ToldoSC,0.675,0.624
São Francisco de AssisRS,0.675,0.681
Godoy MoreiraPR,0.675,0.642
ApiacásMT,0.675,0.666
LajeadoTO,0.675,0.673
IbiturunaMG,0.675,0.639
AripuanãMT,0.675,0.682
Guia Lopes da LagunaMS,0.675,0.677
SilvanópolisTO,0.675,0.638
AraguaçuTO,0.675,0.642
AruanãGO,0.675,0.708
MantenaMG,0.675,0.666
GuapiaraSP,0.675,0.634
Água CompridaMG,0.675,0.719
Oliveira de FátimaTO,0.675,0.627
SapucaiaRJ,0.675,0.682
VirginópolisMG,0.675,0.638
Cabo VerdeMG,0.674,0.686
Brasilândia de MinasMG,0.674,0.646
GuiricemaMG,0.674,0.654
Paulo AfonsoBA,0.674,0.678
Olímpio NoronhaMG,0.674,0.656
AnitápolisSC,0.674,0.699
GouvelândiaGO,0.674,0.68
PequiMG,0.674,0.672
Bela Vista de MinasMG,0.674,0.644
Monte Alegre de MinasMG,0.674,0.699
RussasCE,0.674,0.617
PeixeTO,0.674,0.679
ItamogiMG,0.674,0.665
São Francisco do CondeBA,0.674,0.641
AraguapazGO,0.674,0.696
Santa InêsMA,0.674,0.633
Cerro GrandeRS,0.674,0.676
BragaRS,0.674,0.656
Senador CortesMG,0.674,0.689
Novo MundoMT,0.674,0.652
IndianópolisMG,0.674,0.664
IarasSP,0.674,0.664
São Pedro da UniãoMG,0.674,0.68
CandeláriaRS,0.674,0.699
Ibitiúra de MinasMG,0.674,0.658
PinheirosES,0.673,0.668
ConsolaçãoMG,0.673,0.627
GuarabiraPB,0.673,0.641
Novo ProgressoPA,0.673,0.709
Ponte AltaSC,0.673,0.666
Rio AcimaMG,0.673,0.689
Vitor MeirelesSC,0.673,0.694
Bom Jardim de MinasMG,0.673,0.653
AmambaiMS,0.673,0.683
ApiacáES,0.673,0.659
CastanhalPA,0.673,0.654
NatividadeTO,0.673,0.646
CristalândiaTO,0.673,0.663
Porto Alegre do NorteMT,0.673,0.647
Rio Verde de Mato GrossoMS,0.673,0.686
PalmeirópolisTO,0.673,0.652
Sete BarrasSP,0.673,0.651
Dom BoscoMG,0.673,0.627
JauruMT,0.673,0.668
AlbertinaMG,0.673,0.684
Canaã dos CarajásPA,0.673,0.67
InhacoráRS,0.673,0.647
GuanambiBA,0.673,0.663
ParaúnaGO,0.672,0.687
Laguna CarapãMS,0.672,0.676
Espigão D'OesteRO,0.672,0.691
BandeiranteSC,0.672,0.675
TurvoPR,0.672,0.668
Alto do RodriguesRN,0.672,0.647
São Bento AbadeMG,0.672,0.651
AlecrimRS,0.672,0.683
São Roque de MinasMG,0.672,0.699
União de MinasMG,0.672,0.684
Capão do CipóRS,0.672,0.639
Entre Rios de MinasMG,0.672,0.673
AçailândiaMA,0.672,0.643
RedençãoPA,0.672,0.674
BritâniaGO,0.672,0.692
MaravilhasMG,0.672,0.645
BuritisMG,0.672,0.666
Santo Antônio do AmparoMG,0.672,0.641
LiberdadeMG,0.672,0.679
RebouçasPR,0.672,0.647
ParanaítaMT,0.672,0.677
Paty do AlferesRJ,0.671,0.683
EsmeraldasMG,0.671,0.649
GarruchosRS,0.671,0.657
Teixeira SoaresPR,0.671,0.676
São José da Boa VistaPR,0.671,0.651
Nova ResendeMG,0.671,0.687
XambioáTO,0.671,0.648
AlpestreRS,0.671,0.7
Santo Antônio do SudoestePR,0.671,0.69
PalmeiraSC,0.671,0.655
Sentinela do SulRS,0.671,0.671
Santo Antônio do AventureiroMG,0.671,0.66
Santa Maria de JetibáES,0.671,0.695
ColméiaTO,0.671,0.645
AnanásTO,0.671,0.621
CorguinhoMS,0.671,0.684
NatalândiaMG,0.671,0.641
Água Fria de GoiásGO,0.671,0.672
BaldimMG,0.671,0.65
Pedro GomesMS,0.671,0.672
São João da BarraRJ,0.671,0.686
TriunfoPE,0.67,0.624
Ariranha do IvaíPR,0.67,0.637
UirapuruGO,0.67,0.632
Barra do RibeiroRS,0.67,0.691
ResplendorMG,0.67,0.666
São Gonçalo do AbaetéMG,0.67,0.665
Boa Vista da AparecidaPR,0.67,0.668
ItaparicaBA,0.67,0.657
Bom Jardim de GoiásGO,0.67,0.68
IpiaúBA,0.67,0.687
BonitoMS,0.67,0.714
Claro dos PoçõesMG,0.67,0.601
Lagoa Bonita do SulRS,0.67,0.696
Divisa NovaMG,0.67,0.66
Água ClaraMS,0.67,0.705
Leme do PradoMG,0.67,0.602
Fortaleza de MinasMG,0.67,0.683
TaiobeirasMG,0.67,0.639
Conceição do CasteloES,0.67,0.685
AnaurilândiaMS,0.67,0.676
Mimoso do SulES,0.67,0.672
Ribeirão CascalheiraMT,0.67,0.668
Formoso do AraguaiaTO,0.67,0.64
AugustinópolisTO,0.67,0.614
General CarneiroMT,0.67,0.645
Dois Irmãos das MissõesRS,0.67,0.646
Santa Luzia D'OesteRO,0.67,0.657
TupiramaTO,0.67,0.629
Arroio do PadreRS,0.669,0.756
Francisco AlvesPR,0.669,0.669
PirapóRS,0.669,0.656
BalbinosSP,0.669,0.69
JuramentoMG,0.669,0.601
Santa TerezinhaSC,0.669,0.637
Ponto BeloES,0.669,0.631
AmaporãPR,0.669,0.644
Santo Antônio do Rio AbaixoMG,0.669,0.616
Volta GrandeMG,0.669,0.669
PlanaltinaGO,0.669,0.653
GuamirangaPR,0.669,0.657
Nova UbiratãMT,0.669,0.694
PaineirasMG,0.669,0.691
Delfim MoreiraMG,0.669,0.649
São Luíz do NorteGO,0.669,0.643
BuenópolisMG,0.669,0.65
SalgueiroPE,0.669,0.645
CoimbraMG,0.669,0.649
Martinho CamposMG,0.669,0.688
Domingos MartinsES,0.669,0.68
ItatiRS,0.669,0.692
Presidente KennedyTO,0.669,0.628
PugmilTO,0.669,0.621
LuizianaPR,0.668,0.659
RodeiroMG,0.668,0.703
Bom JesusPI,0.668,0.665
DoverlândiaGO,0.668,0.684
CongonhinhasPR,0.668,0.655
ConfresaMT,0.668,0.66
VieirasMG,0.668,0.623
Alfredo WagnerSC,0.668,0.702
JacuíMG,0.668,0.682
Centenário do SulPR,0.668,0.686
Conceição das PedrasMG,0.668,0.642
São Félix do AraguaiaMT,0.668,0.652
Laje do MuriaéRJ,0.668,0.649
Mata de São JoãoBA,0.668,0.648
CabeceirasGO,0.668,0.637
CristinaMG,0.668,0.645
AlterosaMG,0.668,0.657
Santa Maria MadalenaRJ,0.668,0.672
SousaPB,0.668,0.645
AiuruocaMG,0.668,0.677
MarabáPA,0.668,0.673
TejupáSP,0.668,0.668
Altamira do ParanáPR,0.667,0.667
ArcoverdePE,0.667,0.654
BiturunaPR,0.667,0.645
VeríssimoMG,0.667,0.683
São Miguel das MissõesRS,0.667,0.674
São Gonçalo do Rio AbaixoMG,0.667,0.658
Afonso CláudioES,0.667,0.661
PancasES,0.667,0.648
AdrianópolisPR,0.667,0.644
Santana do GarambéuMG,0.667,0.648
Trajano de MoraesRJ,0.667,0.668
BuriSP,0.667,0.642
NepomucenoMG,0.667,0.658
ItapetingaBA,0.667,0.667
São Thomé das LetrasMG,0.667,0.64
ImaruíSC,0.667,0.67
MontanhaES,0.667,0.679
SucupiraTO,0.667,0.623
ParanatingaMT,0.667,0.679
Canabrava do NorteMT,0.667,0.616
TapiraíMG,0.667,0.67
MucuriciES,0.666,0.617
FaxinalzinhoRS,0.666,0.646
São José do GoiabalMG,0.666,0.657
CruzmaltinaPR,0.666,0.65
PojucaBA,0.666,0.645
IcaraímaPR,0.666,0.673
Senhor do BonfimBA,0.666,0.638
IúnaES,0.666,0.665
LindoestePR,0.666,0.652
Amélia RodriguesBA,0.666,0.609
TucuruíPA,0.666,0.675
Várzea da PalmaMG,0.666,0.634
PapagaiosMG,0.666,0.65
BodoquenaMS,0.666,0.665
Salto do CéuMT,0.666,0.661
Porto MurtinhoMS,0.666,0.677
Bom JesusRS,0.666,0.697
BenevidesPA,0.665,0.623
MucuriBA,0.665,0.679
CarlindaMT,0.665,0.656
CastanheiraMT,0.665,0.671
Central de MinasMG,0.665,0.663
Conceição do Rio VerdeMG,0.665,0.675
IretamaPR,0.665,0.696
IpabaMG,0.665,0.63
MirabelaMG,0.665,0.596
União do SulMT,0.665,0.665
AbreulândiaTO,0.665,0.7
Santana do RiachoMG,0.665,0.641
Laranjal do JariAP,0.665,0.641
Coronel BicacoRS,0.665,0.667
São Gonçalo do AmaranteCE,0.665,0.587
IgarassuPE,0.665,0.622
AltamiraPA,0.665,0.662
Mimoso de GoiásGO,0.665,0.656
MacauRN,0.665,0.65
MucajaíRR,0.665,0.661
Santa Tereza de GoiásGO,0.665,0.635
Santo Antônio do DescobertoGO,0.665,0.647
São Cristovão do SulSC,0.665,0.667
Pimenteiras do OesteRO,0.665,0.662
JequiéBA,0.665,0.656
QuevedosRS,0.665,0.667
Presidente MédiciRO,0.664,0.671
ChácaraMG,0.664,0.65
ItapucaRS,0.664,0.709
CaturaíGO,0.664,0.665
São Brás do SuaçuíMG,0.664,0.675
Ribas do Rio PardoMS,0.664,0.681
RiversulSP,0.664,0.634
MostardasRS,0.664,0.701
Uruana de MinasMG,0.664,0.612
Alto Rio NovoES,0.664,0.634
TibagiPR,0.664,0.678
São Pedro das MissõesRS,0.664,0.644
Serra Nova DouradaMT,0.664,0.638
GaranhunsPE,0.664,0.662
InimutabaMG,0.664,0.625
PainelSC,0.664,0.668
Rio DoceMG,0.664,0.644
Novo Horizonte do NorteMT,0.664,0.652
Cruzeiro do SulAC,0.664,0.648
Nossa Senhora do SocorroSE,0.664,0.62
São Miguel do AraguaiaGO,0.664,0.667
MercêsMG,0.664,0.683
GrossosRN,0.664,0.633
JaraguariMS,0.664,0.668
São João do CaiuáPR,0.664,0.678
Cruz MachadoPR,0.664,0.635
AnastácioMS,0.663,0.663
Floriano PeixotoRS,0.663,0.701
Vargem AltaES,0.663,0.658
Conceição do JacuípeBA,0.663,0.63
Onça de PitanguiMG,0.663,0.646
Nova MaringáMT,0.663,0.702
Santa Margarida do SulRS,0.663,0.691
Aliança do TocantinsTO,0.663,0.61
SengésPR,0.663,0.658
São Francisco do GlóriaMG,0.663,0.647
AraçuaíMG,0.663,0.633
Novo MachadoRS,0.663,0.674
LimoeiroPE,0.663,0.628
Jardim do SeridóRN,0.663,0.647
MiradouroMG,0.663,0.645
Espera FelizMG,0.663,0.663
São José dos AusentesRS,0.663,0.674
AguanilMG,0.663,0.672
Nova UniãoMG,0.662,0.624
BarcarenaPA,0.662,0.643
Cariri do TocantinsTO,0.662,0.639
São Joaquim de BicasMG,0.662,0.664
MacieiraSC,0.662,0.675
Santa Tereza do TocantinsTO,0.662,0.618
Jaú do TocantinsTO,0.662,0.672
Três ForquilhasRS,0.662,0.661
São CristóvãoSE,0.662,0.624
São TiagoMG,0.662,0.66
Rosário do IvaíPR,0.662,0.638
Nazaré da MataPE,0.662,0.608
EcoporangaES,0.662,0.631
Vila Nova do SulRS,0.662,0.645
Conselheiro PenaMG,0.662,0.646
JuruenaMT,0.662,0.647
SooretamaES,0.662,0.65
Mato VerdeMG,0.662,0.604
MiranorteTO,0.662,0.633
IguatemiMS,0.662,0.671
Rosário da LimeiraMG,0.662,0.653
JacuizinhoRS,0.662,0.73
Barra do QuaraíRS,0.662,0.659
Cacique DobleRS,0.662,0.677
Fontoura XavierRS,0.661,0.668
RiozinhoRS,0.661,0.69
Teresina de GoiásGO,0.661,0.626
Esperança do SulRS,0.661,0.665
Pantano GrandeRS,0.661,0.676
São Gonçalo do AmaranteRN,0.661,0.619
São Raimundo NonatoPI,0.661,0.631
Nova RosalândiaTO,0.661,0.582
Alto CaparaóMG,0.661,0.666
Itapirapuã PaulistaSP,0.661,0.595
AracitabaMG,0.661,0.608
BrunópolisSC,0.661,0.646
LajinhaMG,0.661,0.659
Pau D'ArcoTO,0.661,0.621
Bom Jesus do AraguaiaMT,0.661,0.665
Capela de SantanaRS,0.661,0.675
São José do PovoMT,0.661,0.63
IndiavaíMT,0.661,0.645
JeceabaMG,0.661,0.629
AçuRN,0.661,0.641
Serra TalhadaPE,0.661,0.632
Divino das LaranjeirasMG,0.661,0.624
Cerro BrancoRS,0.661,0.671
PropriáSE,0.661,0.629
Campo Limpo de GoiásGO,0.661,0.654
ToledoMG,0.661,0.66
Pinheiro MachadoRS,0.661,0.685
Senador AmaralMG,0.661,0.623
Alvorada do NorteGO,0.66,0.64
ImbituvaPR,0.66,0.681
Agudos do SulPR,0.66,0.671
SatubaAL,0.66,0.619
FigueirãoMS,0.66,0.677
Cerro Grande do SulRS,0.66,0.673
ExtremozRN,0.66,0.64
Bom Sucesso de ItararéSP,0.66,0.605
MuritibaBA,0.66,0.629
PalmasPR,0.66,0.687
CordislândiaMG,0.66,0.654
SeritingaMG,0.66,0.657
Cristal do SulRS,0.66,0.641
São Sebastião da Vargem AlegreMG,0.66,0.631
Barra do ChapéuSP,0.66,0.617
Bom JardimRJ,0.66,0.707
Alto JequitibáMG,0.66,0.66
IpuaçuSC,0.66,0.674
São Francisco de PaulaMG,0.66,0.66
AvelinópolisGO,0.66,0.682
CocalinhoMT,0.66,0.674
LavandeiraTO,0.66,0.598
São José do Vale do Rio PretoRJ,0.66,0.67
São Pedro da CipaMT,0.66,0.654
Belmiro BragaMG,0.66,0.653
Bom Jesus do TocantinsTO,0.66,0.621
São Pedro dos FerrosMG,0.659,0.631
SegredoRS,0.659,0.673
Duas BarrasRJ,0.659,0.677
Timbó GrandeSC,0.659,0.634
MaranguapeCE,0.659,0.587
Monte AzulMG,0.659,0.611
JaguarariBA,0.659,0.644
Fortaleza do TabocãoTO,0.659,0.616
Gameleira de GoiásGO,0.659,0.692
TucumãPA,0.659,0.67
Leopoldo de BulhõesGO,0.659,0.665
JaperiRJ,0.659,0.637
EstreitoMA,0.659,0.666
Passos MaiaSC,0.659,0.648
QuixadáCE,0.659,0.592
Carnaúba dos DantasRN,0.659,0.624
Varre-SaiRJ,0.659,0.636
Santa Isabel do ParáPA,0.659,0.622
Couto de Magalhães de MinasMG,0.659,0.6
PosseGO,0.659,0.659
SandolândiaTO,0.659,0.626
PacajusCE,0.659,0.609
PiratiniRS,0.658,0.672
Bueno BrandãoMG,0.658,0.662
ParintinsAM,0.658,0.589
Novo PlanaltoGO,0.658,0.623
InhapimMG,0.658,0.642
JesuâniaMG,0.658,0.675
OiapoqueAP,0.658,0.693
Nova CantuPR,0.658,0.646
JanuáriaMG,0.658,0.611
MinduriMG,0.658,0.631
Grandes RiosPR,0.658,0.649
Colinas do SulGO,0.658,0.633
CasearaTO,0.658,0.647
São José do DivinoMG,0.658,0.627
HorizonteCE,0.658,0.594
TerenosMS,0.658,0.651
CastanheirasRO,0.658,0.65
JaboticabaRS,0.658,0.636
Santo HipólitoMG,0.657,0.641
TunasRS,0.657,0.659
Matos CostaSC,0.657,0.63
Encruzilhada do SulRS,0.657,0.677
Redenção da SerraSP,0.657,0.633
TianguáCE,0.657,0.628
MantenópolisES,0.657,0.636
Presidente KennedyES,0.657,0.636
São Sebastião do PasséBA,0.657,0.633
São José do XinguMT,0.657,0.703
Afogados da IngazeiraPE,0.657,0.623
MarliériaMG,0.657,0.629
IbertiogaMG,0.657,0.606
ItacurubiRS,0.657,0.692
Entre RiosSC,0.657,0.638
HeliodoraMG,0.657,0.656
Arroio GrandeRS,0.657,0.673
AguiarnópolisTO,0.657,0.618
Guajará-MirimRO,0.657,0.663
São José do MantimentoMG,0.657,0.612
Cocalzinho de GoiásGO,0.657,0.648
DivinésiaMG,0.657,0.645
CordisburgoMG,0.656,0.644
Vale de São DomingosMT,0.656,0.658
PescadorMG,0.656,0.615
MesquitaMG,0.656,0.638
Santo Antônio do LevergerMT,0.656,0.651
Rio dos ÍndiosRS,0.656,0.645
Ferreira GomesAP,0.656,0.635
ItaiçabaCE,0.656,0.581
Itaúna do SulPR,0.656,0.651
Planalto da SerraMT,0.656,0.615
SerroMG,0.656,0.65
BrejetubaES,0.656,0.63
Laranja da TerraES,0.656,0.633
CuriúvaPR,0.656,0.649
Brasília de MinasMG,0.656,0.612
BrumadoBA,0.656,0.63
Augusto de LimaMG,0.656,0.622
ArinosMG,0.656,0.607
Antônio OlintoPR,0.656,0.626
MataRS,0.656,0.66
TavaresRS,0.656,0.692
Campo MaiorPI,0.656,0.629
Pedra DouradaMG,0.655,0.631
ChaléMG,0.655,0.636
Manoel VianaRS,0.655,0.686
Nova Iguaçu de GoiásGO,0.655,0.642
Vitória das MissõesRS,0.655,0.659
São João do SabugiRN,0.655,0.62
Natividade da SerraSP,0.655,0.664
LamimMG,0.655,0.623
AracatiCE,0.655,0.607
SapopemaPR,0.655,0.695
CapanemaPA,0.655,0.61
Raul SoaresMG,0.655,0.658
Engenheiro NavarroMG,0.655,0.599
TesouroMT,0.655,0.635
BalizaGO,0.655,0.614
Boa Ventura de São RoquePR,0.655,0.635
Carmo da CachoeiraMG,0.655,0.672
Belo ValeMG,0.655,0.672
FunilândiaMG,0.655,0.612
MandiritubaPR,0.655,0.677
São João da BalizaRR,0.655,0.614
Santo Antônio do LesteMT,0.655,0.658
ItapemirimES,0.654,0.64
Dores do Rio PretoES,0.654,0.635
Sem-PeixeMG,0.654,0.623
SaltinhoSC,0.654,0.639
GaliléiaMG,0.654,0.645
Nova ViçosaBA,0.654,0.657
PortelândiaGO,0.654,0.68
Francisco SáMG,0.654,0.605
PinhãoPR,0.654,0.649
ItapirangaAM,0.654,0.594
Santa Cruz CabráliaBA,0.654,0.624
Rafael GodeiroRN,0.654,0.583
TalismãTO,0.654,0.654
São João do JaguaribeCE,0.654,0.62
Dezesseis de NovembroRS,0.654,0.625
ItaporãMS,0.654,0.66
Abre CampoMG,0.654,0.646
Campos VerdesGO,0.654,0.608
Capão AltoSC,0.654,0.68
TanguáRJ,0.654,0.644
Silva JardimRJ,0.654,0.657
CruzetaRN,0.654,0.602
IapuMG,0.654,0.639
Pedro CanárioES,0.654,0.643
DamianópolisGO,0.654,0.614
EpitaciolândiaAC,0.653,0.654
Presidente DutraMA,0.653,0.628
Campestre de GoiásGO,0.653,0.628
TrombasGO,0.653,0.628
Rio RufinoSC,0.653,0.652
Santa AméliaPR,0.653,0.655
ItabirinhaMG,0.653,0.625
Ilha de ItamaracáPE,0.653,0.627
São Lourenço da MataPE,0.653,0.614
RitápolisMG,0.653,0.649
Novo Santo AntônioMT,0.653,0.64
Bom RepousoMG,0.653,0.647
CapelinhaMG,0.653,0.641
Divinópolis de GoiásGO,0.653,0.624
São João da MataMG,0.653,0.676
São José de UbáRJ,0.652,0.633
São Martinho da SerraRS,0.652,0.659
PoconéMT,0.652,0.643
Jijoca de JericoacoaraCE,0.652,0.614
CaraáRS,0.652,0.661
GuararáMG,0.652,0.65
IpirangaPR,0.652,0.684
IracemaCE,0.652,0.597
MorenoPE,0.652,0.61
Casa GrandeMG,0.652,0.608
Mauá da SerraPR,0.652,0.661
GuarinosGO,0.652,0.604
Porto EsperidiãoMT,0.652,0.666
Campestre do MaranhãoMA,0.652,0.611
SérioRS,0.652,0.695
IbaramaRS,0.652,0.686
SilveirâniaMG,0.652,0.645
Água Doce do NorteES,0.652,0.619
ChupinguaiaRO,0.652,0.659
General CarneiroPR,0.652,0.638
Alto Boa VistaMT,0.651,0.613
VirgíniaMG,0.651,0.635
PorteirinhaMG,0.651,0.593
ArraiasTO,0.651,0.636
Serra dos AimorésMG,0.651,0.653
CrucilândiaMG,0.651,0.653
PeriquitoMG,0.651,0.593
GoianaPE,0.651,0.614
São Francisco de GoiásGO,0.651,0.658
Nova CampinaSP,0.651,0.598
Nova BrasilândiaMT,0.651,0.673
Padre BernardoGO,0.651,0.67
IvaíPR,0.651,0.654
Santana do DesertoMG,0.651,0.66
RochedoMS,0.651,0.676
Taquaraçu de MinasMG,0.651,0.643
BacabalMA,0.651,0.619
São GeraldoMG,0.651,0.656
Aparecida do Rio NegroTO,0.651,0.593
Nova TebasPR,0.651,0.632
TaquarussuMS,0.651,0.657
JatiCE,0.651,0.562
São José das MissõesRS,0.651,0.652
IgaratingaMG,0.651,0.682
Santa Rita do TocantinsTO,0.651,0.63
CarmésiaMG,0.65,0.631
GameleirasMG,0.65,0.559
CabixiRO,0.65,0.65
São João do ManhuaçuMG,0.65,0.659
ItanhomiMG,0.65,0.656
Nova BandeirantesMT,0.65,0.696
Pinhal da SerraRS,0.65,0.641
VentaniaPR,0.65,0.633
FainaGO,0.65,0.644
Cana VerdeMG,0.65,0.652
CanguçuRS,0.65,0.683
PiumTO,0.65,0.633
Rosário OesteMT,0.65,0.653
Rio CascaMG,0.65,0.651
GuadalupePI,0.65,0.639
Barros CassalRS,0.65,0.69
MarmelópolisMG,0.65,0.615
PacaraimaRR,0.65,0.624
Monte Alegre dos CamposRS,0.65,0.667
MonjolosMG,0.65,0.612
Itaporã do TocantinsTO,0.65,0.613
São LuizRR,0.649,0.605
CanaãMG,0.649,0.644
JesúpolisGO,0.649,0.642
Boa VistaPB,0.649,0.59
Barão de Monte AltoMG,0.649,0.619
Candeias do JamariRO,0.649,0.652
CerritoRS,0.649,0.657
ArapiracaAL,0.649,0.638
BayeuxPB,0.649,0.619
AlagoaMG,0.649,0.634
Barra dos CoqueirosSE,0.649,0.647
JacobinaBA,0.649,0.636
São Felipe D'OesteRO,0.649,0.615
MampitubaRS,0.649,0.65
Novo Horizonte do SulMS,0.649,0.656
Lebon RégisSC,0.649,0.632
Novo São JoaquimMT,0.649,0.658
Peixoto de AzevedoMT,0.649,0.691
TimonMA,0.649,0.614
UnistaldaRS,0.649,0.626
Santa Cruz do CapibaribePE,0.648,0.667
Carlos ChagasMG,0.648,0.641
Morro da GarçaMG,0.648,0.619
